start_date,end_date,friendly_date,duration,room_number
2024-03-08 10:13:07,2024-03-08 12:13:07,"Mar. 08, 10:13AM - 12:13PM",120.0,105
2024-03-08 12:45:00,2024-03-08 14:15:00,"Mar. 08, 12:45 - 2:15PM",90.0,210
2024-03-08 12:00:00,2024-03-08 12:10:00,"Mar. 08, 12:00 - 12:10PM",10.0,325
2024-03-08 10:28:00,2024-03-08 12:40:00,"Mar. 08, 10:28AM - 12:40PM",130.0,210
2024-03-08 13:00:00,2024-03-08 14:00:00,"Mar. 08, 1:00 - 2:00PM",60.0,324
2024-03-08 11:00:00,2024-03-08 11:54:00,"Mar. 08, 11:00 - 11:54AM",55.0,011
2024-03-08 14:30:00,2024-03-08 16:30:00,"Mar. 08, 2:30 - 4:30PM",120.0,210
2024-03-08 11:03:00,2024-03-08 12:00:00,"Mar. 08, 11:03AM - 12:00PM",55.0,108
2024-03-08 11:23:00,2024-03-08 13:23:00,"Mar. 08, 11:23AM - 1:23PM",120.0,109
2024-03-08 13:23:00,2024-03-08 15:00:00,"Mar. 08, 1:23 - 3:00PM",95.0,109
2024-03-08 12:30:00,2024-03-08 12:40:00,"Mar. 08, 12:30 - 12:40PM",10.0,005
2024-03-08 11:53:00,2024-03-08 12:03:00,"Mar. 08, 11:53AM - 12:03PM",10.0,004
2024-03-08 12:10:00,2024-03-08 14:00:00,"Mar. 08, 12:10 - 2:00PM",110.0,102H
2024-03-08 19:00:00,2024-03-08 19:10:00,"Mar. 08, 7:00 - 7:10PM",10.0,013
2024-03-08 12:10:00,2024-03-08 12:55:00,"Mar. 08, 12:10 - 12:55PM",45.0,011
2024-03-08 12:15:00,2024-03-08 12:25:00,"Mar. 08, 12:15 - 12:25PM",10.0,105
2024-03-08 12:10:56,2024-03-08 12:54:56,"Mar. 08, 12:10 - 12:54PM",45.0,004
2024-03-08 12:11:24,2024-03-08 14:11:24,"Mar. 08, 12:11 - 2:11PM",120.0,009
2024-03-08 12:15:00,2024-03-08 12:25:00,"Mar. 08, 12:15 - 12:25PM",10.0,033
2024-03-08 12:16:42,2024-03-08 13:59:42,"Mar. 08, 12:16 - 1:59PM",105.0,108
2024-03-08 12:43:00,2024-03-08 14:30:00,"Mar. 08, 12:43 - 2:30PM",105.0,325
2024-03-08 12:45:00,2024-03-08 14:00:00,"Mar. 08, 12:45 - 2:00PM",75.0,304
2024-03-08 12:47:57,2024-03-08 12:59:57,"Mar. 08, 12:47 - 12:59PM",10.0,303
2024-03-08 12:49:36,2024-03-08 13:29:36,"Mar. 08, 12:49 - 1:29PM",40.0,106
2024-03-08 18:00:00,2024-03-08 18:10:00,"Mar. 08, 6:00 - 6:10PM",10.0,304
2024-03-08 14:45:00,2024-03-08 15:25:00,"Mar. 08, 2:45 - 3:25PM",40.0,005
2024-03-08 20:30:00,2024-03-08 20:40:00,"Mar. 08, 8:30 - 8:40PM",10.0,012
2024-03-08 13:25:00,2024-03-08 14:55:00,"Mar. 08, 1:25 - 2:55PM",90.0,209
2024-03-08 13:11:47,2024-03-08 14:09:47,"Mar. 08, 1:11 - 2:09PM",60.0,004
2024-03-08 13:15:44,2024-03-08 14:29:44,"Mar. 08, 1:15 - 2:29PM",75.0,105
2024-03-08 13:30:00,2024-03-08 15:30:00,"Mar. 08, 1:30 - 3:30PM",120.0,326
2024-03-08 13:32:44,2024-03-08 14:44:44,"Mar. 08, 1:32 - 2:44PM",70.0,005
2024-03-08 19:00:00,2024-03-08 19:10:00,"Mar. 08, 7:00 - 7:10PM",10.0,105
2024-03-08 13:53:00,2024-03-08 15:00:00,"Mar. 08, 1:53 - 3:00PM",65.0,303
2024-03-08 14:10:00,2024-03-08 15:40:00,"Mar. 08, 2:10 - 3:40PM",90.0,102H
2024-03-08 14:01:39,2024-03-08 14:44:39,"Mar. 08, 2:01 - 2:44PM",45.0,304
2024-03-08 15:00:00,2024-03-08 18:00:00,"Mar. 08, 3:00 - 6:00PM",180.0,010
2024-03-08 14:12:56,2024-03-08 16:12:56,"Mar. 08, 2:12 - 4:12PM",120.0,107
2024-03-08 14:23:00,2024-03-08 17:23:00,"Mar. 08, 2:23 - 5:23PM",180.0,006
2024-03-08 16:30:00,2024-03-08 20:30:00,"Mar. 08, 4:30 - 8:30PM",240.0,107
2024-03-08 14:31:00,2024-03-08 15:01:00,"Mar. 08, 2:31 - 3:01PM",30.0,007
2024-03-08 15:01:00,2024-03-08 15:25:00,"Mar. 08, 3:01 - 3:25PM",25.0,007
2024-03-08 14:36:35,2024-03-08 15:29:35,"Mar. 08, 2:36 - 3:29PM",55.0,106
2024-03-08 15:30:00,2024-03-08 17:00:00,"Mar. 08, 3:30 - 5:00PM",90.0,326
2024-03-08 14:43:00,2024-03-08 16:43:00,"Mar. 08, 2:43 - 4:43PM",120.0,009
2024-03-08 15:00:00,2024-03-08 15:30:00,"Mar. 08, 3:00 - 3:30PM",30.0,325
2024-03-08 14:53:00,2024-03-08 15:03:00,"Mar. 08, 2:53 - 3:03PM",10.0,013
2024-03-08 17:00:00,2024-03-08 19:00:00,"Mar. 08, 5:00 - 7:00PM",120.0,132
2024-03-08 15:03:24,2024-03-08 15:33:24,"Mar. 08, 3:03 - 3:33PM",30.0,013
2024-03-08 15:40:00,2024-03-08 16:40:00,"Mar. 08, 3:40 - 4:40PM",60.0,013
2024-03-08 15:30:00,2024-03-08 15:40:00,"Mar. 08, 3:30 - 3:40PM",10.0,325
2024-03-08 16:45:00,2024-03-08 18:30:00,"Mar. 08, 4:45 - 6:30PM",105.0,009
2024-03-08 15:30:21,2024-03-08 16:00:21,"Mar. 08, 3:30 - 4:00PM",30.0,005
2024-03-08 16:01:00,2024-03-08 16:30:00,"Mar. 08, 4:01 - 4:30PM",30.0,005
2024-03-08 16:00:00,2024-03-08 19:00:00,"Mar. 08, 4:00 - 7:00PM",180.0,325
2024-03-08 15:44:00,2024-03-08 17:00:00,"Mar. 08, 3:44 - 5:00PM",75.0,033
2024-03-08 16:12:16,2024-03-08 20:00:00,"Mar. 08, 4:12 - 8:00PM",225.73333333333332,011
2024-03-08 16:43:00,2024-03-08 18:43:00,"Mar. 08, 4:43 - 6:43PM",120.0,005
2024-03-08 19:00:00,2024-03-08 20:30:00,"Mar. 08, 7:00 - 8:30PM",90.0,012
2024-03-08 17:13:00,2024-03-08 21:13:00,"Mar. 08, 5:13 - 9:13PM",240.0,209
2024-03-08 17:15:31,2024-03-08 18:59:00,"Mar. 08, 5:15 - 6:59PM",105.48333333333333,013
2024-03-08 19:00:00,2024-03-08 19:10:00,"Mar. 08, 7:00 - 7:10PM",10.0,006
2024-03-08 17:22:00,2024-03-08 20:52:00,"Mar. 08, 5:22 - 8:52PM",210.0,033
2024-03-08 21:00:00,2024-03-08 21:10:00,"Mar. 08, 9:00 - 9:10PM",10.0,034
2024-03-08 17:27:00,2024-03-08 18:27:00,"Mar. 08, 5:27 - 6:27PM",60.0,007
2024-03-08 17:39:03,2024-03-08 17:59:00,"Mar. 08, 5:39 - 5:59PM",20.95,006
2024-03-08 18:00:00,2024-03-08 19:00:00,"Mar. 08, 6:00 - 7:00PM",60.0,324
2024-03-08 20:30:00,2024-03-08 20:40:00,"Mar. 08, 8:30 - 8:40PM",10.0,107
2024-03-08 19:00:00,2024-03-08 21:00:00,"Mar. 08, 7:00 - 9:00PM",120.0,303
2024-03-08 18:30:00,2024-03-08 20:30:00,"Mar. 08, 6:30 - 8:30PM",120.0,326
2024-03-08 18:20:00,2024-03-08 20:20:00,"Mar. 08, 6:20 - 8:20PM",120.0,109
2024-03-08 18:19:26,2024-03-08 18:59:00,"Mar. 08, 6:19 - 6:59PM",40.56666666666667,006
2024-03-08 19:00:00,2024-03-08 19:10:00,"Mar. 08, 7:00 - 7:10PM",10.0,005
2024-03-08 18:27:39,2024-03-08 20:27:39,"Mar. 08, 6:27 - 8:27PM",120.0,102H
2024-03-08 20:00:00,2024-03-08 22:00:00,"Mar. 08, 8:00 - 10:00PM",120.0,007
2024-03-08 18:58:41,2024-03-08 19:59:41,"Mar. 08, 6:58 - 7:59PM",60.0,007
2024-03-08 19:12:00,2024-03-08 19:22:00,"Mar. 08, 7:12 - 7:22PM",10.0,304
2024-03-08 20:00:00,2024-03-08 20:10:00,"Mar. 08, 8:00 - 8:10PM",10.0,006
2024-03-08 19:49:26,2024-03-08 19:59:00,"Mar. 08, 7:49 - 7:59PM",10.566666666666666,006
2024-03-08 19:53:25,2024-03-08 21:53:25,"Mar. 08, 7:53 - 9:53PM",120.0,105
2024-03-08 20:04:33,2024-03-08 22:04:33,"Mar. 08, 8:04 - 10:04PM",120.0,009
2024-03-08 20:12:13,2024-03-08 22:12:13,"Mar. 08, 8:12 - 10:12PM",120.0,006
2024-03-08 20:36:00,2024-03-08 22:36:00,"Mar. 08, 8:36 - 10:36PM",120.0,326
2024-03-08 20:56:27,2024-03-08 21:56:27,"Mar. 08, 8:56 - 9:56PM",60.0,104
2024-03-09 09:00:00,2024-03-09 19:00:00,"Mar. 09, 9:00AM - 7:00PM",600.0,316
2024-03-09 13:00:00,2024-03-09 17:00:00,"Mar. 09, 1:00 - 5:00PM",240.0,004
2024-03-09 10:00:00,2024-03-09 14:00:00,"Mar. 09, 10:00AM - 2:00PM",240.0,209
2024-03-09 17:00:00,2024-03-09 21:00:00,"Mar. 09, 5:00 - 9:00PM",240.0,004
2024-03-09 18:00:00,2024-03-09 22:00:00,"Mar. 09, 6:00 - 10:00PM",240.0,008
2024-03-09 13:00:00,2024-03-09 17:00:00,"Mar. 09, 1:00 - 5:00PM",240.0,107
2024-03-09 15:45:00,2024-03-09 15:55:00,"Mar. 09, 3:45 - 3:55PM",10.0,005
2024-03-09 11:30:00,2024-03-09 11:40:00,"Mar. 09, 11:30 - 11:40AM",10.0,109
2024-03-09 18:00:00,2024-03-09 22:00:00,"Mar. 09, 6:00 - 10:00PM",240.0,108
2024-03-09 11:00:00,2024-03-09 11:10:00,"Mar. 09, 11:00 - 11:10AM",10.0,006
2024-03-09 15:00:00,2024-03-09 19:00:00,"Mar. 09, 3:00 - 7:00PM",240.0,009
2024-03-09 17:00:00,2024-03-09 17:10:00,"Mar. 09, 5:00 - 5:10PM",10.0,011
2024-03-09 14:00:00,2024-03-09 18:00:00,"Mar. 09, 2:00 - 6:00PM",240.0,032
2024-03-09 21:00:00,2024-03-09 21:10:00,"Mar. 09, 9:00 - 9:10PM",10.0,011
2024-03-09 14:00:00,2024-03-09 16:00:00,"Mar. 09, 2:00 - 4:00PM",120.0,102H
2024-03-09 12:00:00,2024-03-09 16:00:00,"Mar. 09, 12:00 - 4:00PM",240.0,104
2024-03-09 18:30:00,2024-03-09 22:30:00,"Mar. 09, 6:30 - 10:30PM",240.0,104
2024-03-09 11:00:00,2024-03-09 15:00:00,"Mar. 09, 11:00AM - 3:00PM",240.0,033
2024-03-09 10:00:00,2024-03-09 14:00:00,"Mar. 09, 10:00AM - 2:00PM",240.0,032
2024-03-09 18:00:00,2024-03-09 18:10:00,"Mar. 09, 6:00 - 6:10PM",10.0,032
2024-03-09 09:00:00,2024-03-09 09:10:00,"Mar. 09, 9:00 - 9:10AM",10.0,108
2024-03-09 10:00:00,2024-03-09 10:10:00,"Mar. 09, 10:00 - 10:10AM",10.0,004
2024-03-09 20:00:00,2024-03-09 20:10:00,"Mar. 09, 8:00 - 8:10PM",10.0,009
2024-03-09 16:00:00,2024-03-09 16:10:00,"Mar. 09, 4:00 - 4:10PM",10.0,034
2024-03-09 15:00:00,2024-03-09 19:00:00,"Mar. 09, 3:00 - 7:00PM",240.0,013
2024-03-09 11:00:00,2024-03-09 11:10:00,"Mar. 09, 11:00 - 11:10AM",10.0,034
2024-03-09 14:30:00,2024-03-09 14:40:00,"Mar. 09, 2:30 - 2:40PM",10.0,325
2024-03-09 14:00:00,2024-03-09 16:00:00,"Mar. 09, 2:00 - 4:00PM",120.0,011
2024-03-09 14:00:00,2024-03-09 18:00:00,"Mar. 09, 2:00 - 6:00PM",240.0,012
2024-03-09 14:00:00,2024-03-09 14:10:00,"Mar. 09, 2:00 - 2:10PM",10.0,209
2024-03-09 11:00:00,2024-03-09 11:10:00,"Mar. 09, 11:00 - 11:10AM",10.0,106
2024-03-09 15:00:00,2024-03-09 15:10:00,"Mar. 09, 3:00 - 3:10PM",10.0,106
2024-03-09 16:00:00,2024-03-09 16:10:00,"Mar. 09, 4:00 - 4:10PM",10.0,011
2024-03-09 10:00:00,2024-03-09 10:10:00,"Mar. 09, 10:00 - 10:10AM",10.0,011
2024-03-09 16:00:00,2024-03-09 16:10:00,"Mar. 09, 4:00 - 4:10PM",10.0,210
2024-03-09 13:00:00,2024-03-09 15:00:00,"Mar. 09, 1:00 - 3:00PM",120.0,007
2024-03-09 15:00:00,2024-03-09 17:00:00,"Mar. 09, 3:00 - 5:00PM",120.0,006
2024-03-09 17:00:00,2024-03-09 17:10:00,"Mar. 09, 5:00 - 5:10PM",10.0,006
2024-03-09 15:00:00,2024-03-09 19:00:00,"Mar. 09, 3:00 - 7:00PM",240.0,033
2024-03-09 13:00:00,2024-03-09 13:10:00,"Mar. 09, 1:00 - 1:10PM",10.0,013
2024-03-09 15:00:00,2024-03-09 15:10:00,"Mar. 09, 3:00 - 3:10PM",10.0,108
2024-03-09 17:00:00,2024-03-09 17:10:00,"Mar. 09, 5:00 - 5:10PM",10.0,109
2024-03-09 13:00:00,2024-03-09 13:10:00,"Mar. 09, 1:00 - 1:10PM",10.0,109
2024-03-09 17:00:00,2024-03-09 21:00:00,"Mar. 09, 5:00 - 9:00PM",240.0,007
2024-03-09 12:45:00,2024-03-09 14:45:00,"Mar. 09, 12:45 - 2:45PM",120.0,131
2024-03-09 09:00:00,2024-03-09 09:10:00,"Mar. 09, 9:00 - 9:10AM",10.0,107
2024-03-09 10:00:00,2024-03-09 14:00:00,"Mar. 09, 10:00AM - 2:00PM",240.0,010
2024-03-09 12:00:00,2024-03-09 12:10:00,"Mar. 09, 12:00 - 12:10PM",10.0,326
2024-03-09 15:00:00,2024-03-09 19:00:00,"Mar. 09, 3:00 - 7:00PM",240.0,324
2024-03-09 15:00:00,2024-03-09 19:00:00,"Mar. 09, 3:00 - 7:00PM",240.0,326
2024-03-09 16:00:00,2024-03-09 16:10:00,"Mar. 09, 4:00 - 4:10PM",10.0,104
2024-03-09 18:00:00,2024-03-09 18:10:00,"Mar. 09, 6:00 - 6:10PM",10.0,105
2024-03-09 15:00:00,2024-03-09 16:00:00,"Mar. 09, 3:00 - 4:00PM",60.0,007
2024-03-09 18:00:00,2024-03-09 22:00:00,"Mar. 09, 6:00 - 10:00PM",240.0,010
2024-03-09 18:00:00,2024-03-09 22:00:00,"Mar. 09, 6:00 - 10:00PM",240.0,012
2024-03-09 09:00:00,2024-03-09 13:00:00,"Mar. 09, 9:00AM - 1:00PM",240.0,304
2024-03-09 10:00:00,2024-03-09 10:10:00,"Mar. 09, 10:00 - 10:10AM",10.0,008
2024-03-09 11:00:00,2024-03-09 11:10:00,"Mar. 09, 11:00 - 11:10AM",10.0,325
2024-03-09 21:00:00,2024-03-09 21:10:00,"Mar. 09, 9:00 - 9:10PM",10.0,004
2024-03-09 10:00:00,2024-03-09 12:00:00,"Mar. 09, 10:00AM - 12:00PM",120.0,104
2024-03-09 20:00:00,2024-03-09 20:10:00,"Mar. 09, 8:00 - 8:10PM",10.0,210
2024-03-09 12:00:00,2024-03-09 12:10:00,"Mar. 09, 12:00 - 12:10PM",10.0,303
2024-03-09 19:50:00,2024-03-09 20:00:00,"Mar. 09, 7:50 - 8:00PM",10.0,005
2024-03-09 14:00:00,2024-03-09 14:10:00,"Mar. 09, 2:00 - 2:10PM",10.0,010
2024-03-09 15:00:00,2024-03-09 15:10:00,"Mar. 09, 3:00 - 3:10PM",10.0,034
2024-03-09 11:00:00,2024-03-09 13:00:00,"Mar. 09, 11:00AM - 1:00PM",120.0,007
2024-03-09 13:00:00,2024-03-09 13:10:00,"Mar. 09, 1:00 - 1:10PM",10.0,304
2024-03-09 19:58:51,2024-03-10 00:00:00,"Mar. 09, 7:58 - Mar. 10, 12:00AM",240.15,033
2024-03-09 15:00:00,2024-03-09 19:00:00,"Mar. 09, 3:00 - 7:00PM",240.0,304
2024-03-09 15:00:00,2024-03-09 19:00:00,"Mar. 09, 3:00 - 7:00PM",240.0,303
2024-03-09 19:00:00,2024-03-09 19:10:00,"Mar. 09, 7:00 - 7:10PM",10.0,106
2024-03-09 16:00:00,2024-03-09 16:10:00,"Mar. 09, 4:00 - 4:10PM",10.0,102H
2024-03-09 19:00:00,2024-03-09 22:30:00,"Mar. 09, 7:00 - 10:30PM",210.0,324
2024-03-09 10:36:16,2024-03-09 10:59:00,"Mar. 09, 10:36 - 10:59AM",20.733333333333334,033
2024-03-09 10:48:43,2024-03-09 12:48:43,"Mar. 09, 10:48AM - 12:48PM",120.0,107
2024-03-09 10:56:13,2024-03-09 12:56:13,"Mar. 09, 10:56AM - 12:56PM",120.0,008
2024-03-09 11:00:00,2024-03-09 11:10:00,"Mar. 09, 11:00 - 11:10AM",10.0,009
2024-03-09 14:00:00,2024-03-09 14:10:00,"Mar. 09, 2:00 - 2:10PM",10.0,005
2024-03-09 14:00:00,2024-03-09 15:00:00,"Mar. 09, 2:00 - 3:00PM",60.0,009
2024-03-09 17:00:00,2024-03-09 17:10:00,"Mar. 09, 5:00 - 5:10PM",10.0,108
2024-03-09 12:15:46,2024-03-09 13:59:46,"Mar. 09, 12:15 - 1:59PM",105.0,005
2024-03-09 19:00:00,2024-03-09 19:10:00,"Mar. 09, 7:00 - 7:10PM",10.0,013
2024-03-09 12:49:17,2024-03-09 14:49:17,"Mar. 09, 12:49 - 2:49PM",120.0,108
2024-03-09 12:55:58,2024-03-09 14:55:58,"Mar. 09, 12:55 - 2:55PM",120.0,326
2024-03-09 20:00:00,2024-03-10 00:00:00,"Mar. 09, 8:00 - Mar. 10, 12:00AM",240.0,209
2024-03-09 13:02:00,2024-03-09 14:59:00,"Mar. 09, 1:02 - 2:59PM",115.0,106
2024-03-09 13:04:52,2024-03-09 13:59:52,"Mar. 09, 1:04 - 1:59PM",55.0,105
2024-03-09 13:15:00,2024-03-09 17:00:00,"Mar. 09, 1:15 - 5:00PM",225.0,109
2024-03-09 13:12:14,2024-03-09 13:59:00,"Mar. 09, 1:12 - 1:59PM",45.766666666666666,008
2024-03-09 13:24:03,2024-03-09 13:59:00,"Mar. 09, 1:24 - 1:59PM",35.95,102H
2024-03-09 13:36:16,2024-03-09 14:36:16,"Mar. 09, 1:36 - 2:36PM",60.0,324
2024-03-09 13:42:05,2024-03-09 14:29:00,"Mar. 09, 1:42 - 2:29PM",45.916666666666664,325
2024-03-09 13:57:17,2024-03-09 14:59:00,"Mar. 09, 1:57 - 2:59PM",60.71666666666667,006
2024-03-09 14:04:53,2024-03-09 14:59:53,"Mar. 09, 2:04 - 2:59PM",55.0,013
2024-03-09 14:16:00,2024-03-09 16:16:00,"Mar. 09, 2:16 - 4:16PM",120.0,105
2024-03-09 14:18:00,2024-03-09 16:18:00,"Mar. 09, 2:18 - 4:18PM",120.0,010
2024-03-09 14:22:00,2024-03-09 16:22:00,"Mar. 09, 2:22 - 4:22PM",120.0,209
2024-03-09 16:22:00,2024-03-09 16:32:00,"Mar. 09, 4:22 - 4:32PM",10.0,209
2024-03-09 14:40:00,2024-03-09 15:40:00,"Mar. 09, 2:40 - 3:40PM",60.0,005
2024-03-09 15:00:00,2024-03-09 17:00:00,"Mar. 09, 3:00 - 5:00PM",120.0,325
2024-03-09 16:16:00,2024-03-09 16:26:00,"Mar. 09, 4:16 - 4:26PM",10.0,105
2024-03-09 15:30:00,2024-03-09 15:40:00,"Mar. 09, 3:30 - 3:40PM",10.0,106
2024-03-09 15:34:00,2024-03-09 17:00:00,"Mar. 09, 3:34 - 5:00PM",85.0,108
2024-03-09 17:00:00,2024-03-09 17:10:00,"Mar. 09, 5:00 - 5:10PM",10.0,106
2024-03-09 17:00:00,2024-03-09 17:10:00,"Mar. 09, 5:00 - 5:10PM",10.0,325
2024-03-09 16:19:00,2024-03-09 17:49:00,"Mar. 09, 4:19 - 5:49PM",90.0,010
2024-03-09 16:15:00,2024-03-09 20:00:00,"Mar. 09, 4:15 - 8:00PM",225.0,210
2024-03-09 16:13:56,2024-03-09 16:59:56,"Mar. 09, 4:13 - 4:59PM",45.0,007
2024-03-09 16:15:00,2024-03-09 19:45:00,"Mar. 09, 4:15 - 7:45PM",210.0,005
2024-03-09 16:17:00,2024-03-09 16:27:00,"Mar. 09, 4:17 - 4:27PM",10.0,104
2024-03-09 16:19:00,2024-03-09 18:19:00,"Mar. 09, 4:19 - 6:19PM",120.0,034
2024-03-09 16:21:09,2024-03-09 18:21:09,"Mar. 09, 4:21 - 6:21PM",120.0,102H
2024-03-09 18:55:00,2024-03-09 21:25:00,"Mar. 09, 6:55 - 9:25PM",150.0,034
2024-03-09 16:34:13,2024-03-09 16:59:00,"Mar. 09, 4:34 - 4:59PM",25.783333333333335,106
2024-03-09 16:34:47,2024-03-09 17:59:47,"Mar. 09, 4:34 - 5:59PM",85.0,105
2024-03-09 16:39:02,2024-03-09 18:39:02,"Mar. 09, 4:39 - 6:39PM",120.0,209
2024-03-09 16:50:28,2024-03-09 17:59:00,"Mar. 09, 4:50 - 5:59PM",70.53333333333333,104
2024-03-09 18:00:00,2024-03-09 22:00:00,"Mar. 09, 6:00 - 10:00PM",240.0,107
2024-03-09 17:50:00,2024-03-09 19:50:00,"Mar. 09, 5:50 - 7:50PM",120.0,109
2024-03-09 17:52:31,2024-03-09 18:59:00,"Mar. 09, 5:52 - 6:59PM",65.48333333333333,106
2024-03-09 18:04:57,2024-03-09 20:04:57,"Mar. 09, 6:04 - 8:04PM",120.0,325
2024-03-09 19:00:00,2024-03-09 23:00:00,"Mar. 09, 7:00 - 11:00PM",240.0,006
2024-03-09 18:27:28,2024-03-09 20:27:28,"Mar. 09, 6:27 - 8:27PM",120.0,105
2024-03-09 18:29:26,2024-03-09 20:29:26,"Mar. 09, 6:29 - 8:29PM",120.0,011
2024-03-09 18:46:12,2024-03-09 19:46:12,"Mar. 09, 6:46 - 7:46PM",60.0,032
2024-03-09 19:00:00,2024-03-09 23:00:00,"Mar. 09, 7:00 - 11:00PM",240.0,326
2024-03-09 19:04:51,2024-03-09 21:04:51,"Mar. 09, 7:04 - 9:04PM",120.0,303
2024-03-09 19:08:09,2024-03-09 19:59:00,"Mar. 09, 7:08 - 7:59PM",50.85,209
2024-03-09 19:19:00,2024-03-09 21:19:00,"Mar. 09, 7:19 - 9:19PM",120.0,013
2024-03-09 19:23:00,2024-03-09 21:23:00,"Mar. 09, 7:23 - 9:23PM",120.0,106
2024-03-09 19:51:00,2024-03-09 22:51:00,"Mar. 09, 7:51 - 10:51PM",180.0,109
2024-03-09 20:22:59,2024-03-09 21:22:59,"Mar. 09, 8:22 - 9:22PM",60.0,009
2024-03-09 22:14:00,2024-03-09 22:24:00,"Mar. 09, 10:14 - 10:24PM",10.0,004
2024-03-09 22:21:00,2024-03-10 00:21:00,"Mar. 09, 10:21 - Mar. 10, 12:21AM",120.0,102H
2024-03-10 12:00:00,2024-03-10 16:00:00,"Mar. 10, 12:00 - 4:00PM",240.0,108
2024-03-10 14:00:00,2024-03-10 18:00:00,"Mar. 10, 2:00 - 6:00PM",240.0,032
2024-03-10 18:00:00,2024-03-10 22:00:00,"Mar. 10, 6:00 - 10:00PM",240.0,108
2024-03-10 15:00:00,2024-03-10 19:00:00,"Mar. 10, 3:00 - 7:00PM",240.0,009
2024-03-10 15:00:00,2024-03-10 15:10:00,"Mar. 10, 3:00 - 3:10PM",10.0,013
2024-03-10 16:10:00,2024-03-10 19:40:00,"Mar. 10, 4:10 - 7:40PM",210.0,004
2024-03-10 14:00:00,2024-03-10 18:00:00,"Mar. 10, 2:00 - 6:00PM",240.0,010
2024-03-10 14:30:00,2024-03-10 14:40:00,"Mar. 10, 2:30 - 2:40PM",10.0,325
2024-03-10 14:45:00,2024-03-10 18:45:00,"Mar. 10, 2:45 - 6:45PM",240.0,007
2024-03-10 18:30:00,2024-03-10 18:40:00,"Mar. 10, 6:30 - 6:40PM",10.0,008
2024-03-10 18:30:00,2024-03-10 22:30:00,"Mar. 10, 6:30 - 10:30PM",240.0,210
2024-03-10 13:00:00,2024-03-10 13:10:00,"Mar. 10, 1:00 - 1:10PM",10.0,006
2024-03-10 11:00:00,2024-03-10 11:10:00,"Mar. 10, 11:00 - 11:10AM",10.0,209
2024-03-10 15:00:00,2024-03-10 19:00:00,"Mar. 10, 3:00 - 7:00PM",240.0,209
2024-03-10 10:00:00,2024-03-10 10:10:00,"Mar. 10, 10:00 - 10:10AM",10.0,011
2024-03-10 16:00:00,2024-03-10 16:10:00,"Mar. 10, 4:00 - 4:10PM",10.0,011
2024-03-10 19:00:00,2024-03-10 21:00:00,"Mar. 10, 7:00 - 9:00PM",120.0,005
2024-03-10 13:30:00,2024-03-10 13:40:00,"Mar. 10, 1:30 - 1:40PM",10.0,210
2024-03-10 13:00:00,2024-03-10 16:00:00,"Mar. 10, 1:00 - 4:00PM",180.0,005
2024-03-10 17:00:00,2024-03-10 17:10:00,"Mar. 10, 5:00 - 5:10PM",10.0,107
2024-03-10 13:00:00,2024-03-10 17:00:00,"Mar. 10, 1:00 - 5:00PM",240.0,324
2024-03-10 17:00:00,2024-03-10 21:00:00,"Mar. 10, 5:00 - 9:00PM",240.0,105
2024-03-10 12:30:00,2024-03-10 12:40:00,"Mar. 10, 12:30 - 12:40PM",10.0,109
2024-03-10 14:00:00,2024-03-10 18:00:00,"Mar. 10, 2:00 - 6:00PM",240.0,033
2024-03-10 10:30:00,2024-03-10 10:40:00,"Mar. 10, 10:30 - 10:40AM",10.0,210
2024-03-10 12:00:00,2024-03-10 14:00:00,"Mar. 10, 12:00 - 2:00PM",120.0,106
2024-03-10 15:00:00,2024-03-10 19:00:00,"Mar. 10, 3:00 - 7:00PM",240.0,034
2024-03-10 10:00:00,2024-03-10 12:00:00,"Mar. 10, 10:00AM - 12:00PM",120.0,102H
2024-03-10 13:00:00,2024-03-10 13:10:00,"Mar. 10, 1:00 - 1:10PM",10.0,102H
2024-03-10 19:00:00,2024-03-10 23:00:00,"Mar. 10, 7:00 - 11:00PM",240.0,324
2024-03-10 09:00:00,2024-03-10 13:00:00,"Mar. 10, 9:00AM - 1:00PM",240.0,104
2024-03-10 20:15:00,2024-03-11 00:15:00,"Mar. 10, 8:15 - Mar. 11, 12:15AM",240.0,034
2024-03-10 10:00:00,2024-03-10 10:10:00,"Mar. 10, 10:00 - 10:10AM",10.0,326
2024-03-10 14:00:00,2024-03-10 14:10:00,"Mar. 10, 2:00 - 2:10PM",10.0,326
2024-03-10 10:30:00,2024-03-10 14:30:00,"Mar. 10, 10:30AM - 2:30PM",240.0,325
2024-03-10 11:00:00,2024-03-10 13:00:00,"Mar. 10, 11:00AM - 1:00PM",120.0,008
2024-03-10 18:00:00,2024-03-10 19:00:00,"Mar. 10, 6:00 - 7:00PM",60.0,005
2024-03-10 21:00:00,2024-03-11 00:00:00,"Mar. 10, 9:00 - Mar. 11, 12:00AM",180.0,005
2024-03-10 13:00:00,2024-03-10 17:00:00,"Mar. 10, 1:00 - 5:00PM",240.0,105
2024-03-10 13:00:00,2024-03-10 15:00:00,"Mar. 10, 1:00 - 3:00PM",120.0,034
2024-03-10 12:00:00,2024-03-10 13:00:00,"Mar. 10, 12:00 - 1:00PM",60.0,132
2024-03-10 11:00:00,2024-03-10 15:00:00,"Mar. 10, 11:00AM - 3:00PM",240.0,009
2024-03-10 17:00:00,2024-03-10 17:10:00,"Mar. 10, 5:00 - 5:10PM",10.0,106
