room_id,start_time,end_time,duration_minutes,status
007,2024-04-05T16:24:42,2024-04-05T18:24:42,120,completed
210,2024-04-05T16:47:00,2024-04-05T18:47:00,120,completed
105,2024-04-05T18:30:00,2024-04-05T22:00:00,210,completed
109,2024-04-05T17:00:00,2024-04-05T19:00:00,120,completed
324,2024-04-05T18:00:00,2024-04-05T22:00:00,240,completed
209,2024-04-05T17:17:00,2024-04-05T18:47:00,90,completed
104,2024-04-05T18:00:00,2024-04-05T19:00:00,60,completed
324,2024-04-05T17:37:30,2024-04-05T17:59:00,20,completed
107,2024-04-05T18:11:00,2024-04-05T19:11:00,60,completed
210,2024-04-05T19:12:00,2024-04-05T21:12:00,120,completed
102H,2024-04-05T18:16:18,2024-04-05T20:16:18,120,completed
012,2024-04-05T18:40:56,2024-04-05T20:40:56,120,completed
109,2024-04-05T19:00:00,2024-04-05T21:00:00,120,completed
104,2024-04-05T19:34:36,2024-04-05T21:34:36,120,completed
102H,2024-04-05T20:17:00,2024-04-05T20:27:00,10,completed
106,2024-04-05T20:47:53,2024-04-05T22:47:53,120,completed
005,2024-04-05T21:01:25,2024-04-05T23:01:25,120,completed
326,2024-04-05T21:10:06,2024-04-05T23:10:06,120,completed
007,2024-04-05T21:16:54,2024-04-05T23:16:54,120,completed
210,2024-04-06T13:00:00,2024-04-06T13:10:00,10,completed
004,2024-04-06T11:40:00,2024-04-06T11:50:00,10,completed
032,2024-04-06T11:00:00,2024-04-06T11:10:00,10,completed
032,2024-04-06T15:00:00,2024-04-06T15:10:00,10,completed
007,2024-04-06T12:00:00,2024-04-06T12:10:00,10,completed
209,2024-04-06T10:00:00,2024-04-06T14:00:00,240,completed
104,2024-04-06T10:00:00,2024-04-06T10:10:00,10,completed
104,2024-04-06T14:00:00,2024-04-06T14:10:00,10,completed
006,2024-04-06T10:00:00,2024-04-06T10:10:00,10,completed
109,2024-04-06T09:00:00,2024-04-06T09:10:00,10,completed
008,2024-04-06T14:15:00,2024-04-06T18:15:00,240,completed
106,2024-04-06T18:00:00,2024-04-06T22:00:00,240,completed
011,2024-04-06T14:00:00,2024-04-06T14:10:00,10,completed
109,2024-04-06T13:00:00,2024-04-06T13:10:00,10,completed
210,2024-04-06T18:00:00,2024-04-06T22:00:00,240,completed
108,2024-04-06T09:00:00,2024-04-06T13:00:00,240,completed
009,2024-04-06T15:00:00,2024-04-06T15:10:00,10,completed
210,2024-04-06T09:00:00,2024-04-06T09:10:00,10,completed
326,2024-04-06T11:00:00,2024-04-06T15:00:00,240,completed
108,2024-04-06T13:00:00,2024-04-06T13:10:00,10,completed
034,2024-04-06T15:00:00,2024-04-06T19:00:00,240,completed
325,2024-04-06T11:00:00,2024-04-06T15:00:00,240,completed
107,2024-04-06T09:00:00,2024-04-06T13:00:00,240,completed
105,2024-04-06T14:00:00,2024-04-06T18:00:00,240,completed
005,2024-04-06T13:00:00,2024-04-06T13:10:00,10,completed
004,2024-04-06T17:00:00,2024-04-06T17:10:00,10,completed
004,2024-04-06T09:00:00,2024-04-06T11:00:00,120,completed
106,2024-04-06T09:00:00,2024-04-06T11:00:00,120,completed
105,2024-04-06T10:00:00,2024-04-06T11:00:00,60,completed
325,2024-04-06T15:00:00,2024-04-06T15:10:00,10,completed
010,2024-04-06T09:33:37,2024-04-06T11:33:37,120,completed
008,2024-04-06T09:54:07,2024-04-06T11:54:07,120,completed
324,2024-04-06T10:34:13,2024-04-06T12:34:13,120,completed
104,2024-04-06T11:19:57,2024-04-06T13:19:57,120,completed
106,2024-04-06T13:45:00,2024-04-06T17:45:00,240,completed
033,2024-04-06T11:32:16,2024-04-06T13:32:16,120,completed
033,2024-04-06T14:00:00,2024-04-06T14:10:00,10,completed
012,2024-04-06T12:00:00,2024-04-06T16:00:00,240,completed
105,2024-04-06T11:55:13,2024-04-06T13:55:13,120,completed
107,2024-04-06T13:00:00,2024-04-06T15:00:00,120,completed
009,2024-04-06T12:39:00,2024-04-06T14:57:00,140,completed
010,2024-04-06T12:27:30,2024-04-06T12:59:00,30,completed
008,2024-04-06T12:27:52,2024-04-06T12:59:52,30,completed
004,2024-04-06T13:15:00,2024-04-06T16:15:00,180,completed
109,2024-04-06T13:14:00,2024-04-06T15:14:00,120,completed
108,2024-04-06T13:20:29,2024-04-06T15:20:29,120,completed
010,2024-04-06T13:33:28,2024-04-06T15:33:28,120,completed
326,2024-04-06T15:00:00,2024-04-06T19:00:00,240,completed
209,2024-04-06T14:17:49,2024-04-06T16:17:49,120,completed
033,2024-04-06T14:23:56,2024-04-06T16:23:56,120,completed
034,2024-04-06T19:00:00,2024-04-06T19:10:00,10,completed
011,2024-04-06T15:45:00,2024-04-06T19:45:00,240,completed
325,2024-04-06T15:50:57,2024-04-06T17:50:57,120,completed
102H,2024-04-06T15:58:45,2024-04-06T17:58:45,120,completed
012,2024-04-06T17:00:00,2024-04-06T21:00:00,240,completed
012,2024-04-06T16:04:24,2024-04-06T16:59:00,55,completed
104,2024-04-06T16:05:45,2024-04-06T18:05:45,120,completed
005,2024-04-06T16:08:00,2024-04-06T16:18:00,10,completed
007,2024-04-06T16:28:23,2024-04-06T18:28:23,120,completed
109,2024-04-06T16:35:00,2024-04-06T20:35:00,240,completed
107,2024-04-06T16:31:52,2024-04-06T18:31:52,120,completed
209,2024-04-06T17:00:00,2024-04-06T21:00:00,240,completed
032,2024-04-06T16:47:54,2024-04-06T18:47:54,120,completed
009,2024-04-06T17:00:00,2024-04-06T21:00:00,240,completed
013,2024-04-06T17:07:11,2024-04-06T19:07:11,120,completed
324,2024-04-06T17:10:00,2024-04-06T21:10:00,240,completed
004,2024-04-06T17:11:44,2024-04-06T19:11:44,120,completed
033,2024-04-06T17:33:04,2024-04-06T19:33:04,120,completed
010,2024-04-06T18:00:00,2024-04-06T18:10:00,10,completed
006,2024-04-06T18:00:00,2024-04-06T22:00:00,240,completed
325,2024-04-06T18:13:35,2024-04-06T20:13:35,120,completed
105,2024-04-06T18:20:54,2024-04-06T20:20:54,120,completed
010,2024-04-06T18:45:00,2024-04-06T21:45:00,180,completed
104,2024-04-06T18:27:00,2024-04-06T20:27:00,120,completed
008,2024-04-06T18:36:03,2024-04-06T20:36:03,120,completed
326,2024-04-06T19:09:14,2024-04-06T21:09:14,120,completed
013,2024-04-06T19:39:23,2024-04-06T20:39:23,60,completed
011,2024-04-06T19:57:51,2024-04-06T20:57:51,60,completed
007,2024-04-06T20:38:00,2024-04-06T21:38:00,60,completed
005,2024-04-06T20:41:15,2024-04-06T22:41:15,120,completed
013,2024-04-06T21:07:51,2024-04-06T22:07:51,60,completed
008,2024-04-06T21:10:13,2024-04-06T23:10:13,120,completed
102H,2024-04-06T21:53:22,2024-04-06T23:53:22,120,completed
209,2024-04-07T10:00:00,2024-04-07T10:10:00,10,completed
004,2024-04-07T10:00:00,2024-04-07T10:10:00,10,completed
104,2024-04-07T10:00:00,2024-04-07T14:00:00,240,completed
008,2024-04-07T10:00:00,2024-04-07T10:10:00,10,completed
011,2024-04-07T10:00:00,2024-04-07T10:10:00,10,completed
109,2024-04-07T10:00:00,2024-04-07T10:10:00,10,completed
012,2024-04-07T12:00:00,2024-04-07T12:10:00,10,completed
107,2024-04-07T11:00:00,2024-04-07T11:10:00,10,completed
010,2024-04-07T10:00:00,2024-04-07T10:10:00,10,completed
102H,2024-04-07T12:00:00,2024-04-07T14:00:00,120,completed
102H,2024-04-07T14:00:00,2024-04-07T16:00:00,120,completed
006,2024-04-07T13:00:00,2024-04-07T15:00:00,120,completed
009,2024-04-07T18:00:00,2024-04-07T18:30:00,30,completed
008,2024-04-07T19:00:00,2024-04-07T19:10:00,10,completed
032,2024-04-07T11:00:00,2024-04-07T15:00:00,240,completed
327,2024-04-07T22:00:00,2024-04-07T23:00:00,60,completed
032,2024-04-07T15:00:00,2024-04-07T19:00:00,240,completed
303,2024-04-07T15:00:00,2024-04-07T19:00:00,240,completed
105,2024-04-07T12:00:00,2024-04-07T12:10:00,10,completed
108,2024-04-07T13:00:00,2024-04-07T13:10:00,10,completed
034,2024-04-07T12:00:00,2024-04-07T12:10:00,10,completed
034,2024-04-07T16:00:00,2024-04-07T16:10:00,10,completed
007,2024-04-07T10:00:00,2024-04-07T10:10:00,10,completed
106,2024-04-07T14:00:00,2024-04-07T17:00:00,180,completed
005,2024-04-07T15:00:00,2024-04-07T19:00:00,240,completed
324,2024-04-07T10:30:00,2024-04-07T10:40:00,10,completed
324,2024-04-07T15:00:00,2024-04-07T15:10:00,10,completed
105,2024-04-07T20:00:00,2024-04-07T20:10:00,10,completed
109,2024-04-07T14:00:00,2024-04-07T18:00:00,240,completed
033,2024-04-07T11:00:00,2024-04-07T13:00:00,120,completed
325,2024-04-07T13:00:00,2024-04-07T14:30:00,90,completed
004,2024-04-07T15:00:00,2024-04-07T16:00:00,60,completed
106,2024-04-07T10:00:00,2024-04-07T12:00:00,120,completed
005,2024-04-07T10:21:24,2024-04-07T12:21:24,120,completed
013,2024-04-07T15:00:00,2024-04-07T15:10:00,10,completed
011,2024-04-07T11:15:00,2024-04-07T15:15:00,240,completed
326,2024-04-07T10:39:16,2024-04-07T12:39:16,120,completed
324,2024-04-07T10:41:21,2024-04-07T12:41:21,120,completed
009,2024-04-07T10:46:35,2024-04-07T11:46:35,60,completed
210,2024-04-07T11:45:00,2024-04-07T14:15:00,150,completed
008,2024-04-07T15:00:00,2024-04-07T15:10:00,10,completed
109,2024-04-07T11:00:43,2024-04-07T13:00:43,120,completed
326,2024-04-07T13:00:00,2024-04-07T17:00:00,240,completed
009,2024-04-07T12:00:00,2024-04-07T16:00:00,240,completed
107,2024-04-07T12:15:00,2024-04-07T15:45:00,210,completed
010,2024-04-07T16:00:00,2024-04-07T16:10:00,10,completed
107,2024-04-07T11:59:20,2024-04-07T12:14:00,15,completed
325,2024-04-07T12:01:10,2024-04-07T12:59:00,55,completed
012,2024-04-07T14:00:00,2024-04-07T18:00:00,240,completed
106,2024-04-07T12:13:00,2024-04-07T13:13:00,60,completed
105,2024-04-07T12:16:16,2024-04-07T14:16:16,120,completed
209,2024-04-07T12:17:00,2024-04-07T16:17:00,240,completed
108,2024-04-07T12:22:42,2024-04-07T12:59:42,35,completed
303,2024-04-07T12:24:24,2024-04-07T14:24:24,120,completed
011,2024-04-07T17:00:00,2024-04-07T19:00:00,120,completed
210,2024-04-07T14:20:00,2024-04-07T14:30:00,10,completed
010,2024-04-07T13:15:00,2024-04-07T16:00:00,165,completed
104,2024-04-07T14:30:00,2024-04-07T17:30:00,180,completed
324,2024-04-07T12:42:13,2024-04-07T14:42:13,120,completed
033,2024-04-07T13:30:00,2024-04-07T13:40:00,10,completed
034,2024-04-07T12:56:59,2024-04-07T14:56:59,120,completed
106,2024-04-07T13:14:00,2024-04-07T13:24:00,10,completed
104,2024-04-07T19:00:00,2024-04-07T23:00:00,240,completed
006,2024-04-07T15:00:00,2024-04-07T17:00:00,120,completed
105,2024-04-07T14:20:00,2024-04-07T16:20:00,120,completed
011,2024-04-07T16:00:00,2024-04-07T17:00:00,60,completed
108,2024-04-07T13:23:45,2024-04-07T15:23:45,120,completed
013,2024-04-07T14:00:00,2024-04-07T14:10:00,10,completed
304,2024-04-07T15:00:00,2024-04-07T15:10:00,10,completed
107,2024-04-07T16:00:00,2024-04-07T18:00:00,120,completed
013,2024-04-07T13:44:05,2024-04-07T13:59:00,15,completed
033,2024-04-07T13:44:56,2024-04-07T15:44:56,120,completed
009,2024-04-07T16:00:00,2024-04-07T16:10:00,10,completed
004,2024-04-07T16:00:00,2024-04-07T19:00:00,180,completed
004,2024-04-07T13:46:48,2024-04-07T14:59:48,75,completed
007,2024-04-07T14:09:10,2024-04-07T16:09:10,120,completed
210,2024-04-07T14:38:00,2024-04-07T14:48:00,10,completed
005,2024-04-07T14:48:08,2024-04-07T14:59:00,10,completed
105,2024-04-07T16:25:00,2024-04-07T16:35:00,10,completed
108,2024-04-07T15:30:00,2024-04-07T19:30:00,240,completed
013,2024-04-07T15:22:06,2024-04-07T17:22:06,120,completed
210,2024-04-07T15:00:30,2024-04-07T16:38:00,95,completed
324,2024-04-07T16:30:00,2024-04-07T20:20:00,230,completed
324,2024-04-07T15:35:00,2024-04-07T16:25:00,50,completed
008,2024-04-07T15:29:42,2024-04-07T15:59:42,30,completed
324,2024-04-07T20:20:00,2024-04-07T20:30:00,10,completed
007,2024-04-07T17:00:00,2024-04-07T19:00:00,120,completed
011,2024-04-07T15:38:59,2024-04-07T15:59:59,20,completed
033,2024-04-07T15:48:13,2024-04-07T17:48:13,120,completed
209,2024-04-07T16:20:00,2024-04-07T19:20:00,180,completed
034,2024-04-07T16:12:00,2024-04-07T20:12:00,240,completed
010,2024-04-07T16:20:43,2024-04-07T18:20:43,120,completed
009,2024-04-07T16:28:00,2024-04-07T18:00:00,90,completed
210,2024-04-07T16:38:00,2024-04-07T18:38:00,120,completed
107,2024-04-07T18:00:00,2024-04-07T22:00:00,240,completed
007,2024-04-07T16:40:41,2024-04-07T16:59:41,20,completed
326,2024-04-07T17:02:58,2024-04-07T19:02:58,120,completed
006,2024-04-07T17:04:34,2024-04-07T19:04:34,120,completed
105,2024-04-07T17:11:06,2024-04-07T19:11:06,120,completed
106,2024-04-07T17:12:00,2024-04-07T21:12:00,240,completed
109,2024-04-07T20:00:00,2024-04-07T22:00:00,120,completed
108,2024-04-07T22:00:00,2024-04-08T02:00:00,240,completed
013,2024-04-07T17:36:00,2024-04-07T19:36:00,120,completed
005,2024-04-07T20:30:00,2024-04-07T20:40:00,10,completed
012,2024-04-07T20:25:00,2024-04-07T23:25:00,180,completed
009,2024-04-07T19:00:00,2024-04-07T19:10:00,10,completed
102H,2024-04-07T18:05:50,2024-04-07T19:05:50,60,completed
033,2024-04-07T18:20:00,2024-04-07T21:20:00,180,completed
012,2024-04-07T18:20:12,2024-04-07T19:59:00,100,completed
008,2024-04-07T19:30:00,2024-04-07T23:30:00,240,completed
326,2024-04-07T19:03:00,2024-04-07T23:03:00,240,completed
304,2024-04-07T18:33:29,2024-04-07T20:33:29,120,completed
010,2024-04-07T19:00:00,2024-04-07T21:00:00,120,completed
032,2024-04-07T19:00:00,2024-04-07T23:00:00,240,completed
104,2024-04-07T18:44:54,2024-04-07T18:59:54,15,completed
210,2024-04-07T19:00:00,2024-04-07T23:00:00,240,completed
011,2024-04-07T20:00:00,2024-04-07T22:00:00,120,completed
007,2024-04-07T19:00:00,2024-04-07T19:10:00,10,completed
006,2024-04-07T19:05:00,2024-04-07T23:05:00,240,completed
004,2024-04-07T19:07:00,2024-04-07T21:07:00,120,completed
009,2024-04-07T19:16:25,2024-04-07T20:16:25,60,completed
209,2024-04-07T19:23:36,2024-04-07T21:23:36,120,completed
007,2024-04-07T19:25:00,2024-04-07T20:25:00,60,completed
105,2024-04-07T19:37:59,2024-04-07T19:59:59,20,completed
013,2024-04-07T19:42:24,2024-04-07T20:42:24,60,completed
013,2024-04-07T21:00:00,2024-04-07T23:00:00,120,completed
005,2024-04-07T19:46:50,2024-04-07T20:29:50,45,completed
034,2024-04-07T20:15:00,2024-04-08T00:15:00,240,completed
303,2024-04-07T19:56:00,2024-04-07T20:06:00,10,completed
009,2024-04-07T20:17:00,2024-04-07T20:27:00,10,completed
106,2024-04-07T21:13:00,2024-04-07T23:13:00,120,completed
007,2024-04-07T20:30:00,2024-04-07T22:30:00,120,completed
303,2024-04-07T20:10:00,2024-04-08T00:10:00,240,completed
102H,2024-04-07T21:01:00,2024-04-07T21:11:00,10,completed
010,2024-04-07T21:00:00,2024-04-08T00:00:00,180,completed
009,2024-04-07T20:28:49,2024-04-07T22:28:49,120,completed
324,2024-04-07T20:31:44,2024-04-07T22:31:44,120,completed
105,2024-04-07T20:33:00,2024-04-07T23:33:00,180,completed
108,2024-04-07T20:35:37,2024-04-07T20:59:37,25,completed
005,2024-04-07T20:45:47,2024-04-07T22:45:47,120,completed
004,2024-04-07T21:07:12,2024-04-07T23:07:12,120,completed
108,2024-04-07T21:28:33,2024-04-07T21:59:00,30,completed
033,2024-04-07T21:33:23,2024-04-07T22:03:23,30,completed
107,2024-04-07T22:02:27,2024-04-08T00:02:27,116,completed
109,2024-04-07T22:04:00,2024-04-08T00:04:00,120,completed
011,2024-04-07T22:04:00,2024-04-08T00:04:00,120,completed
007,2024-04-07T22:31:00,2024-04-07T23:31:00,60,completed
009,2024-04-07T22:29:33,2024-04-08T00:29:33,121,completed
005,2024-04-07T22:56:49,2024-04-08T00:56:49,121,completed
013,2024-04-07T23:01:06,2024-04-08T01:01:06,121,completed
006,2024-04-07T23:06:00,2024-04-08T01:06:00,120,completed
012,2024-04-07T23:36:00,2024-04-08T01:36:00,120,completed
227F,2024-04-08T15:30:00,2024-04-08T15:40:00,10,completed
129,2024-04-08T11:00:00,2024-04-08T14:00:00,180,completed
210,2024-04-08T10:00:00,2024-04-08T16:00:00,360,completed
103,2024-04-08T14:15:00,2024-04-08T15:15:00,60,completed
141,2024-04-08T13:30:00,2024-04-08T14:30:00,60,completed
206,2024-04-08T13:00:00,2024-04-08T15:20:00,140,completed
131,2024-04-08T13:00:00,2024-04-08T15:00:00,120,completed
104,2024-04-08T10:00:00,2024-04-08T14:00:00,240,completed
326,2024-04-08T15:30:00,2024-04-08T19:30:00,240,completed
104,2024-04-08T14:15:00,2024-04-08T17:15:00,180,completed
324,2024-04-08T09:00:00,2024-04-08T09:10:00,10,completed
004,2024-04-08T10:00:00,2024-04-08T10:10:00,10,completed
004,2024-04-08T19:30:00,2024-04-08T19:40:00,10,completed
008,2024-04-08T12:00:00,2024-04-08T16:00:00,240,completed
324,2024-04-08T18:00:00,2024-04-08T18:45:00,45,completed
105,2024-04-08T13:00:00,2024-04-08T13:10:00,10,completed
105,2024-04-08T18:45:00,2024-04-08T22:45:00,240,completed
006,2024-04-08T20:00:00,2024-04-09T00:00:00,240,completed
009,2024-04-08T16:50:00,2024-04-08T17:55:00,65,completed
109,2024-04-08T11:00:00,2024-04-08T11:10:00,10,completed
005,2024-04-08T10:00:00,2024-04-08T10:10:00,10,completed
108,2024-04-08T09:00:00,2024-04-08T09:10:00,10,completed
210,2024-04-08T19:30:00,2024-04-08T23:30:00,240,completed
034,2024-04-08T10:00:00,2024-04-08T10:10:00,10,completed
106,2024-04-08T09:00:00,2024-04-08T13:00:00,240,completed
209,2024-04-08T13:15:00,2024-04-08T13:25:00,10,completed
013,2024-04-08T14:00:00,2024-04-08T14:10:00,10,completed
005,2024-04-08T07:00:00,2024-04-08T07:10:00,10,completed
010,2024-04-08T12:00:00,2024-04-08T15:30:00,210,completed
034,2024-04-08T14:00:00,2024-04-08T14:10:00,10,completed
325,2024-04-08T09:30:00,2024-04-08T11:00:00,90,completed
210,2024-04-08T17:30:00,2024-04-08T19:30:00,120,completed
004,2024-04-08T15:30:00,2024-04-08T19:30:00,240,completed
325,2024-04-08T11:00:00,2024-04-08T15:00:00,240,completed
006,2024-04-08T13:00:00,2024-04-08T13:10:00,10,completed
107,2024-04-08T13:30:00,2024-04-08T16:00:00,150,completed
012,2024-04-08T10:30:00,2024-04-08T13:25:00,175,completed
032,2024-04-08T11:00:00,2024-04-08T11:10:00,10,completed
011,2024-04-08T13:15:00,2024-04-08T14:15:00,60,completed
032,2024-04-08T15:00:00,2024-04-08T15:10:00,10,completed
033,2024-04-08T13:00:00,2024-04-08T13:10:00,10,completed
007,2024-04-08T11:20:00,2024-04-08T14:20:00,180,completed
009,2024-04-08T08:00:00,2024-04-08T12:00:00,240,completed
104,2024-04-08T20:10:00,2024-04-08T22:10:00,120,completed
324,2024-04-08T13:00:00,2024-04-08T17:00:00,240,completed
234,2024-04-08T13:15:00,2024-04-08T14:15:00,60,completed
005,2024-04-08T18:00:00,2024-04-08T22:00:00,240,completed
108,2024-04-08T14:00:00,2024-04-08T18:00:00,240,completed
006,2024-04-08T07:00:00,2024-04-08T07:10:00,10,completed
102H,2024-04-08T13:00:00,2024-04-08T13:10:00,10,completed
005,2024-04-08T14:00:00,2024-04-08T18:00:00,240,completed
013,2024-04-08T11:30:00,2024-04-08T14:00:00,150,completed
012,2024-04-08T14:00:00,2024-04-08T14:10:00,10,completed
109,2024-04-08T15:00:00,2024-04-08T15:10:00,10,completed
303,2024-04-08T13:00:00,2024-04-08T13:10:00,10,completed
034,2024-04-08T20:00:00,2024-04-08T22:00:00,120,completed
005,2024-04-08T13:00:00,2024-04-08T14:00:00,60,completed
107,2024-04-08T11:15:00,2024-04-08T11:25:00,10,completed
006,2024-04-08T10:30:00,2024-04-08T12:00:00,90,completed
105,2024-04-08T10:00:00,2024-04-08T10:10:00,10,completed
008,2024-04-08T17:00:00,2024-04-08T19:00:00,120,completed
033,2024-04-08T11:45:00,2024-04-08T12:57:00,70,completed
004,2024-04-08T13:00:00,2024-04-08T15:00:00,120,completed
303,2024-04-08T15:00:00,2024-04-08T15:10:00,10,completed
304,2024-04-08T13:00:00,2024-04-08T13:10:00,10,completed
325,2024-04-08T15:00:00,2024-04-08T16:30:00,90,completed
006,2024-04-08T17:00:00,2024-04-08T19:00:00,120,completed
008,2024-04-08T10:30:00,2024-04-08T10:40:00,10,completed
105,2024-04-08T12:00:00,2024-04-08T13:00:00,60,completed
326,2024-04-08T11:00:00,2024-04-08T11:10:00,10,completed
325,2024-04-08T16:30:00,2024-04-08T16:40:00,10,completed
013,2024-04-08T09:00:00,2024-04-08T10:30:00,90,completed
009,2024-04-08T16:00:00,2024-04-08T16:10:00,10,completed
008,2024-04-08T08:30:00,2024-04-08T10:30:00,120,completed
209,2024-04-08T10:30:00,2024-04-08T12:30:00,120,completed
209,2024-04-08T19:30:00,2024-04-08T19:40:00,10,completed
107,2024-04-08T16:00:00,2024-04-08T16:10:00,10,completed
010,2024-04-08T00:13:17,2024-04-08T02:13:17,120,completed
109,2024-04-08T00:18:59,2024-04-08T02:18:59,120,completed
007,2024-04-08T19:00:00,2024-04-08T19:10:00,10,completed
010,2024-04-08T09:00:00,2024-04-08T11:00:00,120,completed
106,2024-04-08T13:00:00,2024-04-08T13:10:00,10,completed
007,2024-04-08T07:01:23,2024-04-08T09:01:23,120,completed
105,2024-04-08T07:09:28,2024-04-08T09:09:28,120,completed
325,2024-04-08T07:23:51,2024-04-08T08:29:51,65,completed
010,2024-04-08T11:00:00,2024-04-08T12:00:00,60,completed
107,2024-04-08T07:57:00,2024-04-08T09:57:00,120,completed
033,2024-04-08T09:15:00,2024-04-08T11:30:00,135,completed
032,2024-04-08T08:02:07,2024-04-08T10:02:07,120,completed
102H,2024-04-08T16:00:00,2024-04-08T17:00:00,60,completed
104,2024-04-08T08:56:52,2024-04-08T09:59:52,65,completed
109,2024-04-08T08:57:19,2024-04-08T09:57:19,60,completed
012,2024-04-08T08:57:27,2024-04-08T09:57:27,60,completed
105,2024-04-08T09:12:15,2024-04-08T09:59:00,45,completed
108,2024-04-08T09:20:45,2024-04-08T10:20:45,60,completed
004,2024-04-08T09:32:30,2024-04-08T09:59:00,25,completed
324,2024-04-08T09:36:03,2024-04-08T11:36:03,120,completed
108,2024-04-08T10:30:00,2024-04-08T13:00:00,150,completed
104,2024-04-08T17:15:00,2024-04-08T17:25:00,10,completed
109,2024-04-08T10:00:42,2024-04-08T10:30:42,30,completed
012,2024-04-08T10:01:27,2024-04-08T10:29:00,25,completed
034,2024-04-08T10:12:20,2024-04-08T12:12:20,120,completed
005,2024-04-08T10:15:00,2024-04-08T12:15:00,120,completed
008,2024-04-08T19:10:00,2024-04-08T23:10:00,240,completed
004,2024-04-08T10:27:13,2024-04-08T11:27:13,60,completed
011,2024-04-08T10:32:00,2024-04-08T12:32:00,120,completed
324,2024-04-08T12:00:00,2024-04-08T12:10:00,10,completed
303,2024-04-08T10:40:10,2024-04-08T11:40:10,60,completed
102H,2024-04-08T10:44:43,2024-04-08T11:44:43,60,completed
008,2024-04-08T10:48:00,2024-04-08T11:59:00,70,completed
033,2024-04-08T21:00:00,2024-04-09T00:00:00,180,completed
105,2024-04-08T10:58:13,2024-04-08T11:59:00,60,completed
304,2024-04-08T11:04:00,2024-04-08T13:00:00,115,completed
109,2024-04-08T17:30:00,2024-04-08T18:30:00,60,completed
109,2024-04-08T12:50:00,2024-04-08T14:20:00,90,completed
004,2024-04-08T11:47:00,2024-04-08T12:17:00,30,completed
107,2024-04-08T11:47:35,2024-04-08T13:29:35,100,completed
009,2024-04-08T19:30:00,2024-04-08T22:30:00,180,completed
324,2024-04-08T12:13:23,2024-04-08T12:59:00,45,completed
009,2024-04-08T12:15:00,2024-04-08T13:00:00,45,completed
324,2024-04-08T18:45:00,2024-04-08T18:55:00,10,completed
102H,2024-04-08T17:00:00,2024-04-08T17:10:00,10,completed
324,2024-04-08T20:30:56,2024-04-09T00:40:00,250,completed
034,2024-04-08T12:56:00,2024-04-08T13:59:00,65,completed
010,2024-04-08T15:30:00,2024-04-08T17:00:00,90,completed
006,2024-04-08T15:00:00,2024-04-08T17:00:00,120,completed
105,2024-04-08T13:13:47,2024-04-08T15:13:47,120,completed
326,2024-04-08T13:14:28,2024-04-08T15:14:28,120,completed
013,2024-04-08T20:45:00,2024-04-08T20:55:00,10,completed
010,2024-04-08T19:45:00,2024-04-08T23:45:00,240,completed
033,2024-04-08T13:30:00,2024-04-08T15:30:00,120,completed
102H,2024-04-08T13:26:59,2024-04-08T15:26:59,120,completed
209,2024-04-08T14:00:00,2024-04-08T18:00:00,240,completed
227F,2024-04-08T14:00:00,2024-04-08T15:00:00,60,completed
006,2024-04-08T13:53:15,2024-04-08T14:23:15,30,completed
106,2024-04-08T13:58:00,2024-04-08T16:58:00,180,completed
012,2024-04-08T15:00:00,2024-04-08T16:15:00,75,completed
033,2024-04-08T15:30:00,2024-04-08T19:30:00,240,completed
013,2024-04-08T14:45:00,2024-04-08T17:00:00,135,completed
034,2024-04-08T16:00:00,2024-04-08T19:00:00,180,completed
034,2024-04-08T14:22:00,2024-04-08T15:52:00,90,completed
012,2024-04-08T14:26:46,2024-04-08T14:59:46,35,completed
012,2024-04-08T17:00:00,2024-04-08T18:30:00,90,completed
013,2024-04-08T17:30:00,2024-04-08T19:30:00,120,completed
006,2024-04-08T14:49:48,2024-04-08T14:59:48,10,completed
032,2024-04-08T15:21:09,2024-04-08T17:21:09,120,completed
011,2024-04-08T20:40:00,2024-04-08T20:50:00,10,completed
102H,2024-04-08T15:31:46,2024-04-08T15:59:46,30,completed
109,2024-04-08T16:00:00,2024-04-08T17:00:00,60,completed
324,2024-04-08T17:00:00,2024-04-08T18:00:00,60,completed
008,2024-04-08T16:00:00,2024-04-08T17:00:00,60,completed
032,2024-04-08T17:30:00,2024-04-08T21:30:00,240,completed
009,2024-04-08T18:20:00,2024-04-08T19:05:00,45,completed
325,2024-04-08T17:15:00,2024-04-08T21:15:00,240,completed
007,2024-04-08T16:50:00,2024-04-08T18:50:00,120,completed
107,2024-04-08T16:48:41,2024-04-08T18:48:41,120,completed
010,2024-04-08T17:00:07,2024-04-08T19:00:07,120,completed
012,2024-04-08T19:00:00,2024-04-08T23:00:00,240,completed
108,2024-04-08T18:00:00,2024-04-08T22:00:00,240,completed
106,2024-04-08T17:20:00,2024-04-08T19:20:00,120,completed
109,2024-04-08T18:30:00,2024-04-08T20:30:00,120,completed
011,2024-04-08T17:30:00,2024-04-08T20:00:00,150,completed
104,2024-04-08T17:45:00,2024-04-08T19:45:00,120,completed
107,2024-04-08T19:00:00,2024-04-08T23:00:00,240,completed
303,2024-04-08T17:33:19,2024-04-08T19:33:19,120,completed
106,2024-04-08T19:30:00,2024-04-08T21:30:00,120,completed
033,2024-04-08T19:30:00,2024-04-08T19:40:00,10,completed
105,2024-04-08T18:31:19,2024-04-08T18:44:00,10,completed
102H,2024-04-08T20:00:00,2024-04-08T20:10:00,10,completed
